"REF_NO","children","age_band","status","occupation","occupation_partner","home_status","family_income","self_employed","self_employed_partner","year_last_moved","TVarea","post_code","post_area","Average.Credit.Card.Transaction","Balance.Transfer","Term.Deposit","Life.Insurance","Medical.Insurance","Average.A.C.Balance","Personal.Loan","Investment.in.Mutual.Fund","Investment.Tax.Saving.Bond","Home.Loan","Online.Purchase.Amount","Revenue.Grid","gender","region","Investment.in.Commudity","Investment.in.Equity","Investment.in.Derivative","Portfolio.Balance"
1484,"Zero","65-70","Divorced/Separated","Retired","Unknown","Own Home","< 8,000, >= 4,000","No","No",1988,"Carlton","RG6 5YR","RG6",0,84.98,61.45,0,20.97,1.98,69.43,27.99,4.99,0,0,2,"Female","South East",33.48,17.4,20.89,80.03
1019,"1","26-30","Partner","Housewife","Business Manager","Own Home","<20,000, >=17,500","No","No",1993,"Carlton","UB6 9QS","UB6",0,62.93,0,0.51,0,79.47,15.99,0,1,29.94,0,2,"Female","South East",12.69,21.07,16.16,17.57
1969,"Zero","55-60","Partner","Housewife","Secretarial/Admin","Own Home","<20,000, >=17,500","No","No",1988,"Yorkshire","DN21 4BW","DN21",0,0,0,29.48,14.48,0,0,0,0,0,0,2,"Female","East Midlands",8.79,0,7.33,28.09
3315,"Zero","55-60","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1989,"Anglia","CO16 9RS","CO16",9.48,373.68,94.46,198.16,40.94,27.43,0,19.93,1,0,28.44,2,"Female","South East",143.34,12.8,47.91,214.5
6654,"Zero","45-50","Single/Never Married","Housewife","Unknown","Own Home","<12,500, >=10,000","No","Yes",1996,"Central","ST20 0AR","ST20",0,49.98,16.99,191.4,0,0,0,19.49,0,1.59,0,1,"Female","West Midlands",51.67,3.51,35.15,50.53
7345,"Zero","55-60","Divorced/Separated","Retired","Unknown","Own Home","< 8,000, >= 4,000","No","No",1989,"Granada","OL2 7JN","OL2",0,0,0,0,0,0,0,13.99,0,0,0,2,"Female","North West",0,2.33,2.33,-1.83
4753,"Zero","65-70","Divorced/Separated","Retired","Unknown","Rent Privately","<30,000, >=27,500","No","No",1996,"Anglia","IP7 7NZ","IP7",0,77.97,0,25.45,0,6.48,0,32.95,0,0,0,2,"Male","East Anglia",20.68,6.57,10.81,36.66
10798,"Zero","36-40","Partner","Professional","Unknown","Own Home","<22,500, >=20,000","No","No",1996,"Border","CA14 4SZ","CA14",33.98,0,0,0,110.09,0,0,0,0,0,29.99,2,"Female","North",28.81,5,18.35,36.33
931,"Zero","41-45","Partner","Manual Worker","Manual Worker","Own Home","<17,500, >=15,000","No","No",1985,"Yorkshire","S81 7EE","S81",9.99,59.97,83.46,232.86,6.99,72.47,0,70.97,0,0,0,1,"Female","East Midlands",78.65,23.91,63.88,210.1
2938,"Zero","26-30","Partner","Professional","Professional","Own Home",">=35,000","No","No",1992,"Scottish TV","G68 9BE","G68",59.94,0,29.99,0,9.99,29.99,0,54.95,19.98,0,0,2,"Female","Scotland",19.98,17.49,19.15,105.28
126,"Zero","55-60","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",1968,"Central","DE55 6BR","DE55",0,17.48,0,95.93,2.29,42.46,10.01,51.96,5.99,0,0,2,"Female","East Midlands",23.14,18.4,34.77,78.8
10793,"Zero","18-21","Single/Never Married","Other","Unknown","Rent from Council/HA","< 8,000, >= 4,000","No","No",1994,"Tyne Tees","DH4 6EW","DH4",149.98,0,28.97,43.98,19.96,114.46,0,115.34,4.99,0,0,1,"Female","North",48.58,39.13,49.79,153.85
7043,"Zero","41-45","Partner","Unknown","Unknown","Own Home",">=35,000","No","No",1993,"Yorkshire","YO41 5PS","YO41",174.46,0.01,37.48,48.97,28.06,59.93,0,27.49,45.44,15.93,154.9,1,"Female","Unknown",57.8,50.62,34.98,122.98
9641,"Zero","22-25","Partner","Secretarial/Admin","Manual Worker","Own Home","<27,500, >=25,000","No","No",1998,"Central","LE12 7PP","LE12",0,0,14.99,0,0,0,0,23.87,10.59,4.99,9.99,2,"Female","East Midlands",3,8.24,5.74,22.56
1649,"Zero","55-60","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1963,"Granada","CW10 0AZ","CW10",0,59.99,29.99,58.98,0,9.99,0,135.44,64.98,0,19.99,1,"Female","North West",29.79,38.4,44.9,174.8
10111,"1","31-35","Divorced/Separated","Professional","Unknown","Own Home","<25,000, >=22,500","No","No",1994,"Yorkshire","HX3 7AX","HX3",21.95,83.9,206.86,280.76,91.43,2.47,263.02,114.83,95.92,9.99,79.83,2,"Female","Unknown",136.98,94.34,141.41,384.04
9495,"Zero","55-60","Partner","Manual Worker","Manual Worker","Own Home","<25,000, >=22,500","No","No",1977,"TV South West","PL31 1PD","PL31",182.44,29.49,493.78,92.95,185.33,159.93,0,105.43,0,41.73,0,2,"Male","South West",196.8,51.18,90.61,343.37
3310,"3","36-40","Partner","Secretarial/Admin","Secretarial/Admin","Own Home","<17,500, >=15,000","No","Yes",1987,"Anglia","NR10 3PP","NR10",0,0,0,0,0,7.48,0,45.47,0,0,0,2,"Female","East Anglia",0,8.83,8.83,2.64
9704,"Zero","45-50","Partner","Business Manager","Manual Worker","Own Home","<27,500, >=25,000","No","No",1971,"Meridian","M7 5QJ","M7",0,0,0.02,0,0,0,0,0,0,0,0,2,"Female","North West",0,0,0,9.17
2050,"Zero","55-60","Partner","Housewife","Retired","Own Home","<22,500, >=20,000","No","No",1988,"Meridian","L18 5LP","L18",98.47,25.99,0,0,0,48.98,0,0,0,0,0,2,"Female","North West",24.89,8.16,8.16,68.7
3792,"2","41-45","Divorced/Separated","Professional","Unknown","Own Home",">=35,000","No","No",1991,"TV South West","EX4 5DE","EX4",0,0.03,0,73.44,0,4.99,0,13.96,0,2.74,0,2,"Female","South West",14.69,3.62,15.4,8.97
8982,"Zero","45-50","Single/Never Married","Manual Worker","Professional","Own Home","<25,000, >=22,500","No","No",1991,"Granada","PR1 9LA","PR1",0,0,106.44,0,86.9,0,0,0,0,0,0,2,"Female","North West",38.67,0,14.48,35.63
1360,"Zero","45-50","Single/Never Married","Secretarial/Admin","Unknown","Own Home","<17,500, >=15,000","No","No",1990,"Meridian","WA10 1AY","WA10",0,0,0,53.98,0,0,0,0,0,0,0,2,"Female","North West",10.8,0,9,7.37
7361,"Zero","36-40","Partner","Manual Worker","Manual Worker","Own Home","<30,000, >=27,500","No","No",1995,"Granada","BL9 8JF","BL9",20,28.98,29.48,34.42,4.49,0,0.01,0.01,2.99,0,0,2,"Male","North West",23.47,0.5,6.99,5.77
9576,"Zero","41-45","Partner","Secretarial/Admin","Professional","Own Home","<30,000, >=27,500","No","Yes",1976,"Carlton","GU12 4UT","GU12",0,35.98,0,87.95,0,24.99,0,33.98,0,0,0,2,"Female","South East",24.79,9.83,24.49,41.59
10851,"1","31-35","Partner","Professional","Professional","Own Home",">=35,000","No","No",1996,"Meridian","RG40 1SF","RG40",477.82,0,79.95,0,81.72,38.88,37.44,19.96,10.97,0,511.29,1,"Male","South East",127.9,103.09,31.5,224.49
1822,"Zero","51-55","Partner","Housewife","Housewife","Own Home","<10,000, >= 8,000","No","No",1979,"Central","WS12 5DP","WS12",0,15.99,0,0,0,0,21.98,4.98,0,0,0,2,"Female","West Midlands",3.2,4.49,4.49,3.88
6194,"Zero","51-55","Partner","Business Manager","Manual Worker","Own Home",">=35,000","No","No",1971,"Yorkshire","PE12 6DB","PE12",30.99,74.98,104.97,135.94,20.48,148.92,67.96,63.82,39.45,9.48,55.98,2,"Female","East Midlands",73.47,64.27,79.43,224.23
2118,"Zero","45-50","Divorced/Separated","Professional","Business Manager","Own Home",">=35,000","No","No",1994,"Granada","CH5 4PP","CH5",31.98,14.54,111.94,216.83,124.41,73.92,7.99,86.88,28.43,29.97,24.99,2,"Female","Wales",99.94,42.03,89.74,238.06
2066,"2","31-35","Partner","Professional","Business Manager","Own Home","<27,500, >=25,000","No","No",1986,"Meridian","L7 1EE","L7",0,120,0,0,0,35,0,11.49,0,0,0,2,"Female","North West",24,7.75,7.75,78.11
8551,"3","36-40","Partner","Other","Other","Own Home","<12,500, >=10,000","Yes","Yes",1994,"Anglia","CO4 3EZ","CO4",64.97,0,302.91,0,31.97,0,0,0,0,0,38.97,2,"Female","South East",79.97,6.5,5.33,100.67
11093,"2","26-30","Partner","Professional","Professional","Own Home",">=35,000","No","Yes",1998,"Central","WS7 8XL","WS7",4.49,0,0,23.99,0,0,0,0,0,34.9,8.99,2,"Female","West Midlands",5.7,7.32,4,-4.77
5506,"2","26-30","Divorced/Separated","Other","Unknown","Live in Parental Hom",">=35,000","Yes","No",1981,"TV South West","TR7 3LY","TR7",0,0.01,0,20.97,0,0,0,0,0,0,0,2,"Male","South West",4.2,0,3.5,39.06
5286,"Zero","61-65","Partner","Retired","Retired","Own Home","<22,500, >=20,000","No","No",1968,"Carlton","GU12 5AF","GU12",0,59.48,0,0.02,0,0,0,0,0,0,0,2,"Male","South East",11.9,0,0,-24.09
1718,"Zero","55-60","Widowed","Professional","Unknown","Own Home","<22,500, >=20,000","No","No",1968,"Carlton","IG6 1AA","IG6",103.46,290.37,243.91,201.36,81.95,45.47,2.64,66.41,0,0,50.94,2,"Female","South East",184.21,27.58,66.31,257.86
11051,"Zero","71+","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",1980,"Unknown","CF15 8DJ","CF15",0,0,0,62.44,0,35.94,0,124.89,3.98,0,25.48,2,"Male","Unknown",12.49,31.72,37.88,94.68
8962,"Zero","26-30","Partner","Secretarial/Admin","Unknown","Own Home","<25,000, >=22,500","No","Yes",1997,"Central","NG9 8PN","NG9",5.99,0,0,0,0,34.97,32.46,167.88,0,0,0,2,"Female","East Midlands",1.2,39.22,39.22,52.68
837,"Zero","55-60","Partner","Other","Professional","Own Home","<27,500, >=25,000","No","No",1985,"Anglia","PE30 3RW","PE30",213.9,0,0,0,8.97,0,0,0,21.49,0,0,1,"Female","East Anglia",44.57,3.58,5.08,98.15
216,"1","36-40","Partner","Other","Manual Worker","Rent from Council/HA","<12,500, >=10,000","No","Yes",1985,"HTV","BA21 5RT","BA21",0,0,0,92.96,0,24.99,11.99,14.98,0,0,195.95,1,"Female","South West",18.59,41.32,24.15,82.64
2664,"Zero","55-60","Partner","Professional","Retired","Own Home",">=35,000","Yes","No",1987,"Scottish TV","KY12 7XL","KY12",0,51.46,19.49,92.39,0,0,0,35.47,0,0,109.98,1,"Male","Scotland",32.67,24.24,21.31,100.95
4867,"3","26-30","Partner","Other","Manual Worker","Own Home","<15,000, >=12,500","No","No",1995,"Carlton","SS14 3NS","SS14",0,94.98,0,29.48,0,71.95,0,53.96,0,9.98,0,2,"Female","South East",24.89,22.65,25.9,34.71
3183,"2","36-40","Partner","Housewife","Business Manager","Own Home","<22,500, >=20,000","No","No",1992,"Central","WS14 9RY","WS14",0,0,0,23.49,0,0.01,6.87,75.94,40.95,23.94,0,2,"Male","West Midlands",4.7,24.62,24.54,35.44
9153,"1","55-60","Widowed","Professional","Unknown","Own Home","<15,000, >=12,500","No","No",1961,"Central","CV5 9BS","CV5",43.98,74.98,24.49,49.48,29.48,25.97,69.43,39.46,34.48,0,0,2,"Female","West Midlands",44.48,28.22,41.38,171.4
1884,"1","26-30","Partner","Professional","Professional","Own Home",">=35,000","No","No",1996,"Scottish TV","G71 6TZ","G71",8.99,0,0,0,20,11.99,12.99,35.97,0,0,0.51,2,"Male","Scotland",5.8,10.24,13.49,49.42
683,"Zero","71+","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1963,"HTV","CF32 9EJ","CF32",0,219.39,0,205.31,29.49,6.98,0,41.97,1,0,0,2,"Male","Wales",90.84,8.33,47.46,179.27
2527,"Zero","22-25","Partner","Housewife","Other","Own Home","<12,500, >=10,000","No","No",1996,"Scottish TV","KA30 9AF","KA30",0,0,0,0,11.49,0,0,17.99,0,16.17,0,2,"Female","Scotland",2.3,5.69,4.91,37.7
5572,"3","36-40","Partner","Secretarial/Admin","Business Manager","Own Home","<20,000, >=17,500","No","No",1984,"Unknown","NP19 9BS","NP19",0,24.98,11.99,122.44,49.97,55.86,0,190.35,45.48,0,0,1,"Female","Unknown",41.88,48.62,77.35,177.1
11133,"Zero","45-50","Single/Never Married","Secretarial/Admin","Unknown","Own Home","<10,000, >= 8,000","No","No",1983,"Central","ST5 3PU","ST5",0,69.98,0,0.03,0,16.45,0,0,0,0,0,2,"Female","West Midlands",14,2.74,2.75,48.92
9393,"Zero","Unknown","Single/Never Married","Retired","Unknown","Rent from Council/HA","Unknown","No","No",1976,"Meridian","BH8 9EF","BH8",0,98.49,0,29.48,0,37.41,0,188.35,6,0,19.99,2,"Female","South West",25.59,41.96,43.54,132.61
5693,"Zero","22-25","Single/Never Married","Secretarial/Admin","Unknown","Own Home","<27,500, >=25,000","Yes","No",1997,"Central","L5 1AE","L5",0,0,0,0,48.93,43.45,0,31.98,0,0,0,2,"Female","North West",9.79,12.57,20.73,58.76
3560,"Zero","61-65","Partner","Retired","Retired","Own Home","<17,500, >=15,000","No","No",1964,"Central","DE72 2AE","DE72",174.99,42.98,29.99,214.93,0,76.45,0,19.99,0,9.99,11.99,1,"Female","East Midlands",92.58,19.74,51.9,117.21
10514,"2","36-40","Partner","Business Manager","Secretarial/Admin","Own Home",">=35,000","No","No",0,"Meridian","RG42 3XG","RG42",66.45,94.48,80.97,227.88,9.48,65.94,0,222.86,12.48,4.48,14.99,2,"Male","South East",95.85,53.46,89.77,204.78
586,"Zero","65-70","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",1985,"TV South West","EX34 7BZ","EX34",0,49.95,0,316.76,0,47.38,0,111.38,14.97,0,73.48,1,"Female","South West",73.34,41.2,81.75,170.44
9687,"Zero","45-50","Partner","Business Manager","Housewife","Own Home","<27,500, >=25,000","No","No",1975,"Meridian","PO10 8NF","PO10",148.96,157.96,0.01,177.35,76.43,67.47,0,359.26,26.99,0,0,2,"Male","South East",112.14,75.62,117.92,344.06
9813,"Zero","36-40","Partner","Professional","Retired","Own Home",">=35,000","No","No",1978,"HTV","BS36 2DE","BS36",0,0,0,0,9.49,0,0,33.49,0,23.41,10.99,2,"Female","South West",1.9,11.32,7.16,49.5
6365,"Zero","45-50","Partner","Secretarial/Admin","Housewife","Own Home","<15,000, >=12,500","No","No",1980,"TV South West","EX31 2NL","EX31",99,34.49,9.99,24.49,39.96,27.46,0,65.44,0,0,0,2,"Male","South West",41.59,15.48,26.23,92.44
1377,"Zero","45-50","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1994,"Granada","SY14 7LW","SY14",0,161.44,0,130.91,0,34.99,0,0,9.98,0,0,2,"Female","North West",58.47,7.5,29.31,138.56
3260,"Zero","55-60","Partner","Retired","Retired","Own Home","<20,000, >=17,500","No","No",1980,"Granada","PR7 3HD","PR7",0,35.52,39.97,1.04,28.96,2.99,0,37.97,0,6.99,0,2,"Male","North West",21.1,7.99,11.83,130.08
4380,"Zero","65-70","Partner","Retired","Retired","Own Home","< 8,000, >= 4,000","No","No",1991,"Yorkshire","BD17 7PA","BD17",0,0,29.99,29.49,24.96,34.99,0,0,0,2.24,0,2,"Female","Unknown",16.89,6.21,14.91,57.22
1059,"Zero","61-65","Divorced/Separated","Secretarial/Admin","Unknown","Own Home","<20,000, >=17,500","No","No",1982,"Carlton","SM5 3PL","SM5",0,42.98,0,0,49.96,0,0,0,0,0,0,2,"Female","South East",18.59,0,8.33,47.45
4376,"1","36-40","Partner","Professional","Professional","Own Home",">=35,000","No","No",1992,"Meridian","SO32 3NT","SO32",25.98,79.99,0,47.97,0,80.93,8.98,43.98,4,15.21,11.48,2,"Female","South East",30.79,27.43,30.98,75.65
8779,"Zero","45-50","Partner","Secretarial/Admin","Manual Worker","Own Home","<27,500, >=25,000","No","No",1971,"Carlton","L11 2QA","L11",0,49.98,44.99,293.38,0,33.98,0,129.41,0,0,0,1,"Female","North West",77.67,27.23,76.13,162.17
1341,"1","45-50","Partner","Secretarial/Admin","Manual Worker","Own Home","<22,500, >=20,000","No","No",1975,"TV South West","EX39 5AZ","EX39",0,0,0,36.98,0,64.95,24.98,162.86,0,13.47,0,2,"Female","South West",7.4,44.38,48.3,37.18
10349,"Zero","55-60","Partner","Retired","Retired","Own Home","<22,500, >=20,000","No","No",1966,"Carlton","CM15 0PR","CM15",0,29.49,0,0,0,2.99,0,11.99,0,7.99,0,2,"Female","South East",5.9,3.83,2.5,-16.54
5373,"2","31-35","Partner","Secretarial/Admin","Manual Worker","Own Home","<12,500, >=10,000","No","Yes",1985,"Scottish TV","PA24 8AF","PA24",26.98,34.49,15.99,26.47,7.98,40.46,0,90.43,0,0,0,2,"Female","Scotland",22.38,21.82,27.56,93.03
2705,"Zero","22-25","Single/Never Married","Professional","Professional","Rent Privately","<27,500, >=25,000","No","No",1997,"Yorkshire","YO42 4RT","YO42",0,0,45.99,0,0,24.99,0,35.97,0,0,0,2,"Female","Unknown",9.2,10.16,10.16,63.87
4428,"Zero","51-55","Partner","Housewife","Manual Worker","Own Home","<15,000, >=12,500","No","No",1979,"Granada","BB5 2SB","BB5",0,0.03,0,0,0,61.94,0,0,0,0,0,2,"Female","North West",0.01,10.32,10.32,0.87
8699,"Zero","71+","Partner","Retired","Retired","Own Home","<25,000, >=22,500","No","No",1976,"Meridian","L17 5LN","L17",0,29.49,0,99.96,0,0,75.94,0,0,0,0,2,"Male","North West",25.89,12.66,29.32,24.48
1006,"1","36-40","Partner","Professional","Housewife","Own Home",">=35,000","No","No",1978,"Carlton","CR2 9HP","CR2",93.94,54.48,34.48,171.93,99.94,22.97,25.47,26.48,0,0,0,2,"Male","South East",90.95,12.49,57.8,123.01
8382,"Zero","45-50","Partner","Professional","Manual Worker","Own Home","<10,000, >= 8,000","No","Yes",1907,"Yorkshire","WF3 4EG","WF3",0,22.99,64.99,11.49,0,85.94,18.99,81.45,7,0,0,2,"Female","Unknown",19.89,32.23,34.15,102.83
9465,"Zero","71+","Partner","Unknown","Unknown","Own Home","<22,500, >=20,000","No","No",1973,"Anglia","CB1 6DS","CB1",128.97,56.93,53.98,266.19,104.9,115.37,0,96.87,13.98,9.48,7.99,2,"Female","East Anglia",122.19,40.62,99.55,206.11
6346,"2","36-40","Partner","Secretarial/Admin","Secretarial/Admin","Own Home","<25,000, >=22,500","Yes","No",1989,"Grampian","AB41 8QE","AB41",104.47,149.47,1.03,220.88,0,51.45,111.42,33.47,0,0,0,2,"Female","Scotland",95.17,32.72,69.54,135.77
10795,"2","41-45","Partner","Unknown","Unknown","Own Home","<12,500, >=10,000","No","No",1988,"Anglia","LU5 5SG","LU5",0,0,0,69.45,0,16.98,0,0,0,0,0,2,"Male","South East",13.89,2.83,14.41,31.85
6525,"3","36-40","Partner","Secretarial/Admin","Professional","Own Home","<30,000, >=27,500","No","No",1981,"Grampian","AB12 3PQ","AB12",104.45,129.97,11.47,47.48,0,0,0,0,0,0,0,2,"Female","Scotland",58.67,0,7.91,67.42
7944,"1","45-50","Partner","Retired","Housewife","Own Home","<22,500, >=20,000","No","No",1988,"Meridian","M30 2RE","M30",0,232.9,0,126.95,0,0,13.99,68.45,2.49,0,0,2,"Male","North West",71.97,14.16,35.31,105.74
4257,"Zero","45-50","Partner","Business Manager","Professional","Own Home","<30,000, >=27,500","No","No",1995,"Central","LE15 8EQ","LE15",0,0,0,0,0,0,40.91,11.48,0,0,0,2,"Male","East Midlands",0,8.73,8.73,17.19
5629,"3","31-35","Single/Never Married","Housewife","Unknown","Rent from Council/HA","< 4,000","No","No",1990,"Central","DE21 7PZ","DE21",24.49,53.42,43.48,195.77,32.47,52.44,0,34.45,0,8.22,0,2,"Female","East Midlands",69.93,15.85,52.52,113.69
1488,"2","31-35","Partner","Professional","Professional","Own Home","<15,000, >=12,500","No","Yes",1989,"Yorkshire","BD19 6JE","BD19",0,39.47,0,273.84,59.95,86.43,258.28,141.41,1,18.97,34.96,2,"Female","Unknown",74.65,90.18,136.82,307.93
526,"1","26-30","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","No",1998,"Scottish TV","KY12 7YB","KY12",0,67.97,95.46,22.99,30.95,81.45,0,49.94,0,1.49,0,2,"Female","Scotland",43.47,22.15,30.89,91.37
6921,"3","41-45","Partner","Professional","Professional","Own Home",">=35,000","No","No",1972,"Scottish TV","ML1 5NS","ML1",0,25.49,0,38.48,0,0,0,15.99,0,0,0,2,"Female","Scotland",12.79,2.67,9.08,21
6413,"2","26-30","Partner","Other","Professional","Own Home","<27,500, >=25,000","No","No",1997,"Scottish TV","KY11 9GF","KY11",0,0,0,0,10.99,20.46,19.49,16,0,4.49,0,2,"Male","Scotland",2.2,10.07,11.16,-39.97
6040,"Zero","65-70","Partner","Retired","Retired","Own Home","< 8,000, >= 4,000","No","No",1977,"Granada","L26 0XQ","L26",19.99,0,0,25.49,0,4.48,0,0,9.49,0,0,2,"Female","North West",9.1,2.33,6.58,-5.09
7631,"Zero","65-70","Widowed","Retired","Unknown","Own Home","<10,000, >= 8,000","No","No",1977,"Tyne Tees","TS29 6PU","TS29",15.49,0,0,41.48,9.99,4.99,40.95,80.41,0,0,0,2,"Female","North",13.39,21.06,29.64,90.34
10288,"Zero","61-65","Single/Never Married","Retired","Retired","Own Home","<17,500, >=15,000","No","No",1989,"HTV","SA70 8EF","SA70",0,74.49,0,22.99,23.97,19.49,0,0,0,0,0,2,"Male","Wales",24.29,3.25,11.08,62.9
5323,"2","36-40","Partner","Housewife","Professional","Own Home",">=35,000","No","Yes",1996,"Anglia","IP29 5RP","IP29",0,0,0,0,0,0,0,0,3,0,0,2,"Female","East Anglia",0,0.5,0.5,-24.29
3379,"2","26-30","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1996,"Carlton","SW12 8SB","SW12",0,43.99,0,102.44,38.95,34.98,0,47.98,1,0,0,2,"Female","South East",37.08,13.99,37.56,43.53
3175,"Zero","55-60","Partner","Professional","Professional","Own Home",">=35,000","No","No",1985,"Meridian","L6 3ST","L6",81.44,0,27.99,0,57.47,0,0,0,0,0,0,2,"Female","North West",33.38,0,9.58,44.67
6110,"Zero","Unknown","Unknown","Unknown","Unknown","Unclassified","Unknown","No","No",0,"Yorkshire","WF12 7QE","WF12",4.01,71.88,7.49,5.98,0,55.9,0,93.38,0,0,0,2,"Female","Unknown",17.87,24.88,25.88,61.38
524,"Zero","51-55","Widowed","Other","Unknown","Own Home","< 4,000","No","No",1966,"HTV","SN4 8DB","SN4",98.99,0,55.48,0,0,9.47,86.47,41.44,0,0,0,2,"Female","South West",30.89,22.9,22.9,35.81
9343,"Zero","Unknown","Unknown","Unknown","Unknown","Unclassified","Unknown","No","No",0,"Meridian","PO20 0TN","PO20",0,17.99,0,0,0,19.46,0,29.99,25.99,0,12.99,2,"Female","South East",3.6,14.74,12.57,29.75
7191,"Zero","22-25","Single/Never Married","Secretarial/Admin","Unknown","Own Home","<15,000, >=12,500","No","No",1997,"Meridian","CT17 0RE","CT17",0,103.98,0,0,0,11.47,0,57.46,0,0,0,2,"Male","South East",20.8,11.49,11.49,69.74
2619,"Zero","71+","Widowed","Retired","Unknown","Own Home","< 4,000","No","No",1997,"Granada","CW9 5RP","CW9",0,87.96,0,14.49,9.99,18.97,0,59.94,0,22.94,0,2,"Female","North West",22.49,16.98,17.23,18.62
3752,"Zero","65-70","Partner","Retired","Housewife","Own Home","<30,000, >=27,500","No","No",1998,"Anglia","MK41 6ES","MK41",18.98,0,0,0,24.97,80.97,81.44,249.37,1.49,14.99,114.46,1,"Male","South East",8.79,90.45,73.04,172.88
3630,"1","45-50","Single/Never Married","Secretarial/Admin","Secretarial/Admin","Own Home",">=35,000","No","Yes",1992,"Central","DY14 0TY","DY14",0,0.01,0,30,0,0,49.45,0,0,0,0,2,"Female","West Midlands",6,8.24,13.24,41.16
9765,"Zero","45-50","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1995,"Central","NN6 8SW","NN6",0,0,27.99,0,50.96,0,0,0,0,0,0,2,"Female","East Midlands",15.79,0,8.49,34.14
11489,"Zero","51-55","Partner","Secretarial/Admin","Unknown","Own Home","<20,000, >=17,500","No","No",1985,"HTV","SY16 4EN","SY16",84.49,0,179.44,0,233.76,0,0,0,0,0,19.49,2,"Female","Wales",99.54,3.25,38.96,160.63
4051,"Zero","61-65","Partner","Housewife","Manual Worker","Own Home","<15,000, >=12,500","No","Yes",1987,"Meridian","M15 6AB","M15",39.98,99.93,17.99,173.91,0,116.89,0,77.44,41.96,15.17,0,2,"Female","North West",66.36,41.91,68.37,203.59
